neighborhood,room_type,current_year_count,count_bin,price,price_range
Western Addition/NOPA,Entire home/apt,2,Less than 50,179,$100-$199
Hayes Valley,Private room,1,Less than 50,90,Less than $100
Mission District,Entire home/apt,4,Less than 50,1000,$1000+
Potrero Hill,Private room,1,Less than 50,135,$100-$199
SoMa,Private room,40,Less than 50,109,$100-$199
Downtown,Entire home/apt,27,Less than 50,120,$100-$199
Mission District,Private room,1,Less than 50,80,Less than $100
SoMa,Entire home/apt,8,Less than 50,399,$300-$399
Mission District,Entire home/apt,3,Less than 50,550,$500-$999
Nob Hill,Entire home/apt,3,Less than 50,173,$100-$199
Nob Hill,Entire home/apt,41,Less than 50,173,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,150,$100-$199
Noe Valley,Entire home/apt,2,Less than 50,199,$100-$199
Nob Hill,Entire home/apt,5,Less than 50,225,$200-$299
Mission District,Entire home/apt,1,Less than 50,185,$100-$199
The Castro,Entire home/apt,13,Less than 50,425,$400-$499
Pacific Heights,Entire home/apt,1,Less than 50,500,$500-$999
SoMa,Entire home/apt,5,Less than 50,149,$100-$199
Richmond District,Private room,69,51-100,69,Less than $100
SoMa,Private room,2,Less than 50,200,$200-$299
Richmond District,Private room,4,Less than 50,80,Less than $100
Western Addition/NOPA,Private room,7,Less than 50,116,$100-$199
The Castro,Private room,4,Less than 50,98,Less than $100
SoMa,Private room,23,Less than 50,140,$100-$199
Potrero Hill,Entire home/apt,3,Less than 50,155,$100-$199
Outer Sunset,Shared room,2,Less than 50,49,Less than $100
SoMa,Entire home/apt,4,Less than 50,230,$200-$299
Mission District,Private room,3,Less than 50,100,$100-$199
Outer Sunset,Shared room,5,Less than 50,44,Less than $100
SoMa,Private room,11,Less than 50,169,$100-$199
Outer Sunset,Private room,1,Less than 50,75,Less than $100
Noe Valley,Entire home/apt,1,Less than 50,175,$100-$199
Noe Valley,Entire home/apt,2,Less than 50,170,$100-$199
Pacific Heights,Entire home/apt,3,Less than 50,319,$300-$399
Marina,Entire home/apt,11,Less than 50,275,$200-$299
Marina,Entire home/apt,4,Less than 50,350,$300-$399
The Castro,Entire home/apt,2,Less than 50,250,$200-$299
Marina,Entire home/apt,1,Less than 50,195,$100-$199
Marina,Entire home/apt,4,Less than 50,250,$200-$299
Outer Sunset,Private room,13,Less than 50,90,Less than $100
Mission District,Private room,1,Less than 50,149,$100-$199
SoMa,Private room,42,Less than 50,93,Less than $100
SoMa,Shared room,2,Less than 50,80,Less than $100
Mission District,Entire home/apt,3,Less than 50,120,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,350,$300-$399
Outer Sunset,Entire home/apt,2,Less than 50,190,$100-$199
Mission District,Shared room,1,Less than 50,150,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,325,$300-$399
SoMa,Shared room,14,Less than 50,100,$100-$199
Hayes Valley,Private room,1,Less than 50,125,$100-$199
Potrero Hill,Entire home/apt,12,Less than 50,396,$300-$399
SoMa,Entire home/apt,2,Less than 50,500,$500-$999
Potrero Hill,Entire home/apt,17,Less than 50,200,$200-$299
Richmond District,Entire home/apt,10,Less than 50,150,$100-$199
Mission District,Entire home/apt,7,Less than 50,275,$200-$299
Nob Hill,Entire home/apt,1,Less than 50,250,$200-$299
Mission District,Shared room,4,Less than 50,70,Less than $100
Richmond District,Entire home/apt,11,Less than 50,142,$100-$199
Hayes Valley,Entire home/apt,3,Less than 50,150,$100-$199
Richmond District,Private room,22,Less than 50,169,$100-$199
Outer Sunset,Private room,15,Less than 50,74,Less than $100
Mission District,Shared room,3,Less than 50,49,Less than $100
Downtown,Entire home/apt,2,Less than 50,249,$200-$299
Inner Sunset,Entire home/apt,3,Less than 50,189,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,500,$500-$999
Outer Sunset,Shared room,8,Less than 50,40,Less than $100
Pacific Heights,Entire home/apt,9,Less than 50,289,$200-$299
Richmond District,Private room,46,Less than 50,55,Less than $100
Downtown,Entire home/apt,2,Less than 50,115,$100-$199
Nob Hill,Private room,10,Less than 50,150,$100-$199
Mission District,Entire home/apt,8,Less than 50,195,$100-$199
Outer Sunset,Shared room,3,Less than 50,35,Less than $100
Outer Sunset,Shared room,9,Less than 50,35,Less than $100
Outer Sunset,Shared room,6,Less than 50,35,Less than $100
Western Addition/NOPA,Entire home/apt,1,Less than 50,150,$100-$199
Outer Sunset,Entire home/apt,1,Less than 50,120,$100-$199
SoMa,Entire home/apt,1,Less than 50,211,$200-$299
Outer Sunset,Entire home/apt,8,Less than 50,479,$400-$499
Outer Sunset,Shared room,14,Less than 50,35,Less than $100
Outer Sunset,Shared room,7,Less than 50,35,Less than $100
Outer Sunset,Shared room,2,Less than 50,35,Less than $100
Mission District,Entire home/apt,3,Less than 50,267,$200-$299
Haight-Ashbury,Private room,23,Less than 50,120,$100-$199
Mission District,Private room,5,Less than 50,80,Less than $100
Outer Sunset,Shared room,3,Less than 50,44,Less than $100
Western Addition/NOPA,Entire home/apt,4,Less than 50,450,$400-$499
Noe Valley,Private room,13,Less than 50,86,Less than $100
Pacific Heights,Private room,1,Less than 50,225,$200-$299
Bernal Heights,Entire home/apt,4,Less than 50,320,$300-$399
Mission District,Entire home/apt,52,51-100,280,$200-$299
Richmond District,Entire home/apt,26,Less than 50,145,$100-$199
Marina,Entire home/apt,5,Less than 50,180,$100-$199
SoMa,Entire home/apt,23,Less than 50,399,$300-$399
Outer Sunset,Shared room,17,Less than 50,30,Less than $100
Outer Sunset,Shared room,8,Less than 50,30,Less than $100
Noe Valley,Entire home/apt,21,Less than 50,159,$100-$199
Outer Sunset,Shared room,2,Less than 50,40,Less than $100
Outer Sunset,Shared room,14,Less than 50,30,Less than $100
Outer Sunset,Shared room,16,Less than 50,30,Less than $100
Pacific Heights,Entire home/apt,9,Less than 50,395,$300-$399
Nob Hill,Entire home/apt,3,Less than 50,200,$200-$299
Hayes Valley,Entire home/apt,2,Less than 50,400,$400-$499
Hayes Valley,Entire home/apt,47,Less than 50,150,$100-$199
Mission District,Private room,5,Less than 50,60,Less than $100
Pacific Heights,Entire home/apt,1,Less than 50,250,$200-$299
Bernal Heights,Entire home/apt,2,Less than 50,200,$200-$299
Outer Sunset,Entire home/apt,35,Less than 50,200,$200-$299
Mission District,Entire home/apt,4,Less than 50,275,$200-$299
Bernal Heights,Entire home/apt,9,Less than 50,193,$100-$199
SoMa,Private room,4,Less than 50,90,Less than $100
Haight-Ashbury,Private room,19,Less than 50,96,Less than $100
Mission District,Shared room,4,Less than 50,45,Less than $100
Mission District,Entire home/apt,1,Less than 50,122,$100-$199
Western Addition/NOPA,Entire home/apt,1,Less than 50,229,$200-$299
Western Addition/NOPA,Entire home/apt,1,Less than 50,229,$200-$299
Western Addition/NOPA,Entire home/apt,19,Less than 50,195,$100-$199
Pacific Heights,Entire home/apt,27,Less than 50,169,$100-$199
Hayes Valley,Private room,2,Less than 50,100,$100-$199
SoMa,Private room,12,Less than 50,69,Less than $100
Richmond District,Private room,19,Less than 50,90,Less than $100
SoMa,Private room,2,Less than 50,85,Less than $100
Pacific Heights,Entire home/apt,1,Less than 50,250,$200-$299
Mission District,Entire home/apt,3,Less than 50,185,$100-$199
Downtown,Entire home/apt,11,Less than 50,180,$100-$199
Western Addition/NOPA,Private room,7,Less than 50,149,$100-$199
Potrero Hill,Entire home/apt,24,Less than 50,148,$100-$199
SoMa,Shared room,48,Less than 50,90,Less than $100
Bernal Heights,Private room,1,Less than 50,499,$400-$499
Mission District,Private room,1,Less than 50,170,$100-$199
SoMa,Private room,23,Less than 50,109,$100-$199
Nob Hill,Entire home/apt,4,Less than 50,130,$100-$199
Nob Hill,Private room,1,Less than 50,57,Less than $100
Nob Hill,Entire home/apt,15,Less than 50,150,$100-$199
Inner Sunset,Private room,36,Less than 50,100,$100-$199
Nob Hill,Entire home/apt,3,Less than 50,250,$200-$299
Mission District,Private room,38,Less than 50,149,$100-$199
Western Addition/NOPA,Entire home/apt,42,Less than 50,348,$300-$399
Outer Sunset,Entire home/apt,8,Less than 50,140,$100-$199
Western Addition/NOPA,Entire home/apt,4,Less than 50,220,$200-$299
Bernal Heights,Private room,23,Less than 50,95,Less than $100
SoMa,Entire home/apt,2,Less than 50,250,$200-$299
Mission District,Private room,1,Less than 50,160,$100-$199
Potrero Hill,Private room,46,Less than 50,139,$100-$199
Potrero Hill,Private room,43,Less than 50,159,$100-$199
The Castro,Entire home/apt,8,Less than 50,250,$200-$299
Marina,Entire home/apt,6,Less than 50,400,$400-$499
Mission District,Private room,6,Less than 50,90,Less than $100
Mission District,Entire home/apt,8,Less than 50,300,$300-$399
Noe Valley,Private room,2,Less than 50,95,Less than $100
Mission District,Entire home/apt,8,Less than 50,174,$100-$199
Potrero Hill,Private room,8,Less than 50,145,$100-$199
Downtown,Entire home/apt,11,Less than 50,180,$100-$199
Downtown,Entire home/apt,5,Less than 50,180,$100-$199
Downtown,Entire home/apt,3,Less than 50,180,$100-$199
Downtown,Entire home/apt,2,Less than 50,180,$100-$199
Downtown,Entire home/apt,4,Less than 50,219,$200-$299
Bernal Heights,Private room,3,Less than 50,85,Less than $100
Outer Sunset,Entire home/apt,14,Less than 50,98,Less than $100
Downtown,Entire home/apt,47,Less than 50,150,$100-$199
Richmond District,Entire home/apt,21,Less than 50,200,$200-$299
Bernal Heights,Entire home/apt,16,Less than 50,150,$100-$199
Noe Valley,Entire home/apt,3,Less than 50,160,$100-$199
Richmond District,Private room,53,51-100,68,Less than $100
Mission District,Private room,2,Less than 50,89,Less than $100
Noe Valley,Entire home/apt,3,Less than 50,425,$400-$499
Western Addition/NOPA,Private room,4,Less than 50,165,$100-$199
Mission District,Private room,1,Less than 50,295,$200-$299
Mission District,Entire home/apt,1,Less than 50,150,$100-$199
Inner Sunset,Entire home/apt,2,Less than 50,400,$400-$499
Marina,Entire home/apt,16,Less than 50,200,$200-$299
Nob Hill,Private room,88,51-100,103,$100-$199
The Castro,Entire home/apt,12,Less than 50,185,$100-$199
Bernal Heights,Entire home/apt,6,Less than 50,225,$200-$299
Noe Valley,Entire home/apt,13,Less than 50,295,$200-$299
Western Addition/NOPA,Private room,6,Less than 50,65,Less than $100
Outer Sunset,Private room,3,Less than 50,88,Less than $100
Richmond District,Entire home/apt,6,Less than 50,120,$100-$199
Marina,Entire home/apt,1,Less than 50,200,$200-$299
Noe Valley,Entire home/apt,1,Less than 50,375,$300-$399
Western Addition/NOPA,Private room,1,Less than 50,125,$100-$199
Pacific Heights,Private room,1,Less than 50,200,$200-$299
Pacific Heights,Entire home/apt,1,Less than 50,189,$100-$199
SoMa,Entire home/apt,2,Less than 50,250,$200-$299
Haight-Ashbury,Private room,2,Less than 50,90,Less than $100
Mission District,Private room,23,Less than 50,90,Less than $100
Outer Sunset,Private room,30,Less than 50,70,Less than $100
Mission District,Entire home/apt,3,Less than 50,161,$100-$199
Hayes Valley,Private room,54,51-100,90,Less than $100
Mission District,Private room,2,Less than 50,75,Less than $100
Mission District,Private room,42,Less than 50,135,$100-$199
SoMa,Private room,9,Less than 50,120,$100-$199
Richmond District,Private room,1,Less than 50,75,Less than $100
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
Downtown,Entire home/apt,1,Less than 50,180,$100-$199
SoMa,Private room,14,Less than 50,172,$100-$199
Potrero Hill,Entire home/apt,17,Less than 50,200,$200-$299
Downtown,Private room,1,Less than 50,289,$200-$299
Noe Valley,Entire home/apt,20,Less than 50,95,Less than $100
Mission District,Entire home/apt,3,Less than 50,200,$200-$299
SoMa,Private room,2,Less than 50,120,$100-$199
Mission District,Entire home/apt,1,Less than 50,550,$500-$999
SoMa,Entire home/apt,1,Less than 50,275,$200-$299
Inner Sunset,Entire home/apt,8,Less than 50,109,$100-$199
The Castro,Entire home/apt,1,Less than 50,215,$200-$299
Downtown,Entire home/apt,3,Less than 50,190,$100-$199
SoMa,Entire home/apt,8,Less than 50,500,$500-$999
SoMa,Entire home/apt,7,Less than 50,500,$500-$999
SoMa,Entire home/apt,8,Less than 50,500,$500-$999
Noe Valley,Private room,1,Less than 50,165,$100-$199
Haight-Ashbury,Private room,11,Less than 50,95,Less than $100
Downtown,Entire home/apt,2,Less than 50,250,$200-$299
Nob Hill,Entire home/apt,5,Less than 50,120,$100-$199
SoMa,Private room,22,Less than 50,136,$100-$199
Noe Valley,Entire home/apt,1,Less than 50,800,$500-$999
Marina,Private room,50,Less than 50,139,$100-$199
Richmond District,Entire home/apt,3,Less than 50,110,$100-$199
Noe Valley,Entire home/apt,7,Less than 50,250,$200-$299
SoMa,Private room,1,Less than 50,100,$100-$199
Inner Sunset,Entire home/apt,1,Less than 50,193,$100-$199
Mission District,Entire home/apt,1,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,3,Less than 50,215,$200-$299
Mission District,Private room,2,Less than 50,118,$100-$199
Bernal Heights,Entire home/apt,3,Less than 50,299,$200-$299
Western Addition/NOPA,Private room,22,Less than 50,52,Less than $100
Inner Sunset,Private room,12,Less than 50,148,$100-$199
Haight-Ashbury,Entire home/apt,25,Less than 50,243,$200-$299
Western Addition/NOPA,Entire home/apt,15,Less than 50,300,$300-$399
Mission District,Entire home/apt,1,Less than 50,1000,$1000+
Pacific Heights,Private room,1,Less than 50,85,Less than $100
Western Addition/NOPA,Entire home/apt,4,Less than 50,199,$100-$199
Richmond District,Entire home/apt,9,Less than 50,219,$200-$299
Nob Hill,Entire home/apt,4,Less than 50,140,$100-$199
SoMa,Entire home/apt,9,Less than 50,500,$500-$999
Nob Hill,Entire home/apt,30,Less than 50,119,$100-$199
Western Addition/NOPA,Entire home/apt,23,Less than 50,200,$200-$299
Inner Sunset,Entire home/apt,1,Less than 50,100,$100-$199
SoMa,Private room,33,Less than 50,125,$100-$199
SoMa,Private room,19,Less than 50,95,Less than $100
The Castro,Entire home/apt,2,Less than 50,175,$100-$199
SoMa,Private room,43,Less than 50,180,$100-$199
SoMa,Entire home/apt,10,Less than 50,600,$500-$999
Inner Sunset,Entire home/apt,1,Less than 50,283,$200-$299
Richmond District,Private room,15,Less than 50,79,Less than $100
Outer Sunset,Entire home/apt,11,Less than 50,165,$100-$199
Nob Hill,Entire home/apt,1,Less than 50,170,$100-$199
Hayes Valley,Entire home/apt,3,Less than 50,245,$200-$299
Haight-Ashbury,Private room,11,Less than 50,175,$100-$199
Haight-Ashbury,Entire home/apt,3,Less than 50,190,$100-$199
Richmond District,Private room,39,Less than 50,125,$100-$199
Mission District,Private room,10,Less than 50,135,$100-$199
Western Addition/NOPA,Private room,37,Less than 50,119,$100-$199
SoMa,Entire home/apt,2,Less than 50,100,$100-$199
Haight-Ashbury,Private room,3,Less than 50,175,$100-$199
Western Addition/NOPA,Entire home/apt,2,Less than 50,120,$100-$199
Potrero Hill,Private room,8,Less than 50,85,Less than $100
Potrero Hill,Entire home/apt,2,Less than 50,110,$100-$199
Noe Valley,Private room,41,Less than 50,70,Less than $100
Marina,Entire home/apt,56,51-100,189,$100-$199
Haight-Ashbury,Private room,28,Less than 50,150,$100-$199
Mission District,Private room,4,Less than 50,60,Less than $100
Noe Valley,Entire home/apt,21,Less than 50,125,$100-$199
Downtown,Entire home/apt,3,Less than 50,209,$200-$299
Pacific Heights,Entire home/apt,22,Less than 50,350,$300-$399
Outer Sunset,Entire home/apt,13,Less than 50,210,$200-$299
Richmond District,Entire home/apt,6,Less than 50,200,$200-$299
Nob Hill,Entire home/apt,9,Less than 50,180,$100-$199
SoMa,Private room,7,Less than 50,119,$100-$199
Downtown,Entire home/apt,16,Less than 50,70,Less than $100
Western Addition/NOPA,Entire home/apt,2,Less than 50,150,$100-$199
Mission District,Private room,2,Less than 50,300,$300-$399
The Castro,Entire home/apt,11,Less than 50,249,$200-$299
Mission District,Private room,1,Less than 50,120,$100-$199
SoMa,Entire home/apt,5,Less than 50,244,$200-$299
Bernal Heights,Entire home/apt,11,Less than 50,130,$100-$199
Mission District,Entire home/apt,5,Less than 50,170,$100-$199
SoMa,Entire home/apt,15,Less than 50,130,$100-$199
Mission District,Entire home/apt,26,Less than 50,350,$300-$399
The Castro,Entire home/apt,4,Less than 50,225,$200-$299
Potrero Hill,Private room,14,Less than 50,62,Less than $100
